660bef6	Sarm	2026-02-10	Remove responsibility column from team roles
f25536e	Sarm	2026-02-10	Se ajustaron las definiciones de roles.
2f20fe3	solonlosada2006	2026-02-05	Delete Docs/envio9 docs
aca6fba	solonlosada2006	2026-02-05	Add files via upload
2feb581	solonlosada2006	2026-02-05	Add files via upload
d4314a0	solonlosada2006	2026-02-05	Create envio9 docs
24741b5	solonlosada2006	2026-02-05	Create cd.yml
75fbc89	solonlosada2006	2026-02-05	Create ci.yml
232185c	samuelfl680	2026-02-05	Update README.md
297f13b	solonlosada2006	2026-02-05	Create PULL_REQUEST_TEMPLATE.md
2c93609	samuelfl680	2026-02-05	Update README.md
5e85777	juansebastianvd	2026-02-05	Create LICENSE
68f1e6f	solonlosada2006	2026-02-05	Delete .github/ISSUE_TEMPLATE/.github/PULL_REQUEST_TEMPLATE.md
67a9b4f	solonlosada2006	2026-02-05	Delete .github/.github/PULL_REQUEST_TEMPLATE.md
f691f65	solonlosada2006	2026-02-05	Create PULL_REQUEST_TEMPLATE.md
dd4b81c	solonlosada2006	2026-02-05	Create PULL_REQUEST_TEMPLATE.md
327c8a8	solonlosada2006	2026-02-05	Create feature_request.md
681a9ba	solonlosada2006	2026-02-05	Create README.md
9192ba0	solonlosada2006	2026-02-05	Create bug_report.md
d2f87ec	solonlosada2006	2026-02-05	Add files via upload
f2a143f	solonlosada2006	2026-02-05	Delete test.sh
4ed935a	solonlosada2006	2026-02-05	Delete temp_file.txt
64388b9	samuelfl680	2026-02-05	Delete DriveControal directory
e124f85	solonlosada2006	2026-02-05	Delete temp2.tmp
46a2c2d	solonlosada2006	2026-02-05	Delete temp1.tmp
1df0716	solonlosada2006	2026-02-05	Delete setup.sh
f3278fe	solonlosada2006	2026-02-05	Delete settings.json
5298406	solonlosada2006	2026-02-05	Delete exploration.ipynb
650a028	solonlosada2006	2026-02-05	Delete docker-compose.yml
cd6511c	solonlosada2006	2026-02-05	Delete deploy.sh
b14b27d	solonlosada2006	2026-02-05	Delete data2.csv
e7a9e51	solonlosada2006	2026-02-05	Delete data1.csv
8b34efd	solonlosada2006	2026-02-05	Delete config.yaml
4be8dfd	solonlosada2006	2026-02-05	Delete analysis.ipynb
b0ce95d	solonlosada2006	2026-02-05	Delete README.md
7fe3e7c	solonlosada2006	2026-02-05	Delete Makefile
c0f1f42	solonlosada2006	2026-02-05	Delete LICENSE
7fb2e50	solonlosada2006	2026-02-05	Delete Dockerfile
6d8bd5d	solonlosada2006	2026-02-05	Delete CONTRIBUTING.md
dab0e86	solonlosada2006	2026-02-05	Delete CHANGELOG.md
6568986	solonlosada2006	2026-02-05	Create ejemplo
27af163	solonlosada2006	2026-02-05	Add files via upload
ff725b8	Juan Pablo Arias Buitrago	2026-01-29	Initial commit
